sector,product group,product,Year,fiscal year,balance sheet generic term,balance sheet item,Value,Calculation1,numerical value,Calculation_numerical_value,Unit,supplement unit
Vegetable products,Vegetables,vegetables,2011,2011/12,import,import,6840,6840,6839.88,6839.88,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2012,2012/13,import,import,6837,6837,6837.01,6837.01,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2013,2013/14,import,import,7000,7000,7000.12,7000.12,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2014,2014/15,import,import,7050,7050,7050.45,7050.45,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1990,1990/91,export,export,357,357,357,357,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1991,1991/92,export,export,419,419,419,419,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1992,1992/93,export,export,362,362,362,362,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1993,1993/94,export,export,369,369,369,369,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1994,1994/95,export,export,377,377,377,377,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1995,1995/96,export,export,441,441,441,441,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1996,1996/97,export,export,509,509,509,509,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1997,1997/98,export,export,623,623,623,623,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1998,1998/99,export,export,779,779,779,779,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1999,1999/00,export,export,830,830,830,830,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2000,2000/01,export,export,903,903,903,903,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2001,2001/02,export,export,1047,1047,1047,1047,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2002,2002/03,export,export,1027,1027,1027,1027,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2003,2003/04,export,export,1058,1058,1058,1058,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2004,2004/05,export,export,1105,1105,1105,1105,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2005,2005/06,export,export,1364,1364,1364,1364,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2006,2006/07,export,export,1331,1331,1331,1331,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2007,2007/08,export,export,1390,1390,1390,1390,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2008,2008/09,export,export,1415,1415,1415,1415,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2009,2009/10,export,export,1394,1394,1394,1394,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2010,2010/11,export,export,1394,1394,1394.09,1394.09,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2011,2011/12,export,export,1323,1323,1323.33,1323.33,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2012,2012/13,export,export,1477,1477,1477.18,1477.18,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2013,2013/14,export,export,1418,1418,1417.9,1417.9,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2014,2014/15,export,export,1388,1388,1387.56,1387.56,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1990,1990/91,detail position,domestic use,7058,7058,7058,7058,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1991,1991/92,detail position,domestic use,7272,7272,7272,7272,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1992,1992/93,detail position,domestic use,7285,7285,7285,7285,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1993,1993/94,detail position,domestic use,7127,7127,7127,7127,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1994,1994/95,detail position,domestic use,7286,7286,7286,7286,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1995,1995/96,detail position,domestic use,7778,7778,7778,7778,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1996,1996/97,detail position,domestic use,8099,8099,8099,8099,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1997,1997/98,detail position,domestic use,7908,7908,7908,7908,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1998,1998/99,detail position,domestic use,8012,8012,8012,8012,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1999,1999/00,detail position,domestic use,8280,8280,8280,8280,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2000,2000/01,detail position,domestic use,8504,8504,8504,8504,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2001,2001/02,detail position,domestic use,8613,8613,8613,8613,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2002,2002/03,detail position,domestic use,8559,8559,8559,8559,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2003,2003/04,detail position,domestic use,8506,8506,8506,8506,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2004,2004/05,detail position,domestic use,8788,8788,8788,8788,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2005,2005/06,detail position,domestic use,7917.2,7917.2,7917.2,7917.2,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2006,2006/07,detail position,domestic use,8130.4,8130.4,8130.4,8130.4,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2007,2007/08,detail position,domestic use,8428,8428,8428,8428,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2008,2008/09,detail position,domestic use,8384,8384,8384,8384,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2009,2009/10,detail position,domestic use,8588,8588,8588,8588,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2010,2010/11,detail position,domestic use,8631,8631,8631.17,8631.17,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2011,2011/12,detail position,domestic use,8757,8757,8757.01,8757.01,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2012,2012/13,detail position,domestic use,8813,8813,8812.86,8812.86,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2013,2013/14,detail position,domestic use,8665,8665,8664.81,8664.81,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2014,2014/15,detail position,domestic use,9057,9057,9057,9057,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1990,1990/91,detail position,losses,594,594,594,594,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1991,1991/92,detail position,losses,607,607,607,607,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1992,1992/93,detail position,losses,620,620,620,620,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1993,1993/94,detail position,losses,621,621,621,621,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1994,1994/95,detail position,losses,631,631,631,631,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1995,1995/96,detail position,losses,682,682,682,682,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1996,1996/97,detail position,losses,724,724,724,724,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1997,1997/98,detail position,losses,708,708,708,708,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1998,1998/99,detail position,losses,725,725,725,725,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1999,1999/00,detail position,losses,758,758,758,758,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2000,2000/01,detail position,losses,770,770,770,770,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2001,2001/02,detail position,losses,749,749,749,749,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2002,2002/03,detail position,losses,743,743,743,743,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2003,2003/04,detail position,losses,751,751,751,751,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2004,2004/05,detail position,losses,797,797,797,797,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2005,2005/06,detail position,losses,795,795,795,795,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2006,2006/07,detail position,losses,805.8,805.8,805.8,805.8,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2007,2007/08,detail position,losses,843,843,843,843,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2008,2008/09,detail position,losses,844,844,844,844,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2009,2009/10,detail position,losses,875,875,875,875,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2010,2010/11,detail position,losses,857,857,856.736,856.736,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2011,2011/12,detail position,losses,869,869,868.61,868.61,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2012,2012/13,detail position,losses,897,897,897.228,897.228,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2013,2013/14,detail position,losses,857,857,856.679,856.679,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2014,2014/15,detail position,losses,906,906,905.772,905.772,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1990,1990/91,consumption,consumption,6464,6464,6464,6464,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1991,1991/92,consumption,consumption,6665,6665,6665,6665,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1992,1992/93,consumption,consumption,6665,6665,6665,6665,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1993,1993/94,consumption,consumption,6506,6506,6506,6506,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1994,1994/95,consumption,consumption,6655,6655,6655,6655,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1995,1995/96,consumption,consumption,7096,7096,7096,7096,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1996,1996/97,consumption,consumption,7375,7375,7375,7375,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1997,1997/98,consumption,consumption,7200,7200,7200,7200,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1998,1998/99,consumption,consumption,7287,7287,7287,7287,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1999,1999/00,consumption,consumption,7522,7522,7522,7522,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2000,2000/01,consumption,consumption,7734,7734,7734,7734,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2001,2001/02,consumption,consumption,7864,7864,7864,7864,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2002,2002/03,consumption,consumption,7816,7816,7816,7816,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2003,2003/04,consumption,consumption,7755,7755,7755,7755,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2004,2004/05,consumption,consumption,7991,7991,7991,7991,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2005,2005/06,consumption,consumption,7122.2,7122.2,7122.2,7122.2,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2006,2006/07,consumption,consumption,7324.6,7324.6,7324.6,7324.6,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2007,2007/08,consumption,consumption,7586,7586,7586,7586,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2008,2008/09,consumption,consumption,7540,7540,7540,7540,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2009,2009/10,consumption,consumption,7713,7713,7713,7713,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2010,2010/11,consumption,consumption,7774,7774,7774.43,7774.43,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2011,2011/12,consumption,consumption,7888,7888,7888.4,7888.4,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2012,2012/13,consumption,consumption,7916,7916,7915.63,7915.63,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2013,2013/14,consumption,consumption,7808,7808,7808.13,7808.13,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,2014,2014/15,consumption,consumption,8151,8151,8151.23,8151.23,1 000 tons,product weight
Vegetable products,Vegetables,vegetables,1990,1990/91,consumption per head,consumption in kg per capita,81,81,81,81,kilogram,product weight
Vegetable products,Vegetables,vegetables,1991,1991/92,consumption per head,consumption in kg per capita,83,83,83,83,kilogram,product weight
Vegetable products,Vegetables,vegetables,1992,1992/93,consumption per head,consumption in kg per capita,82.3,82.3,82.3,82.3,kilogram,product weight
Vegetable products,Vegetables,vegetables,1993,1993/94,consumption per head,consumption in kg per capita,80,80,80,80,kilogram,product weight
Vegetable products,Vegetables,vegetables,1994,1994/95,consumption per head,consumption in kg per capita,81.6,81.6,81.6,81.6,kilogram,product weight
Vegetable products,Vegetables,vegetables,1995,1995/96,consumption per head,consumption in kg per capita,86.7,86.7,86.7,86.7,kilogram,product weight
Vegetable products,Vegetables,vegetables,1996,1996/97,consumption per head,consumption in kg per capita,89.9,89.9,89.9,89.9,kilogram,product weight
Vegetable products,Vegetables,vegetables,1997,1997/98,consumption per head,consumption in kg per capita,87.7,87.7,87.7,87.7,kilogram,product weight
Vegetable products,Vegetables,vegetables,1998,1998/99,consumption per head,consumption in kg per capita,88.8,88.8,88.8,88.8,kilogram,product weight
Vegetable products,Vegetables,vegetables,1999,1999/00,consumption per head,consumption in kg per capita,91.6,91.6,91.6,91.6,kilogram,product weight
Vegetable products,Vegetables,vegetables,2000,2000/01,consumption per head,consumption in kg per capita,94,94,94,94,kilogram,product weight
Vegetable products,Vegetables,vegetables,2001,2001/02,consumption per head,consumption in kg per capita,96.4097,96.4097,96.4097,96.4097,kilogram,product weight
Vegetable products,Vegetables,vegetables,2002,2002/03,consumption per head,consumption in kg per capita,95.7982,95.7982,95.7982,95.7982,kilogram,product weight
Vegetable products,Vegetables,vegetables,2003,2003/04,consumption per head,consumption in kg per capita,95.1426,95.1426,95.1426,95.1426,kilogram,product weight
Vegetable products,Vegetables,vegetables,2004,2004/05,consumption per head,consumption in kg per capita,98.1651,98.1651,98.1651,98.1651,kilogram,product weight
Vegetable products,Vegetables,vegetables,2005,2005/06,consumption per head,consumption in kg per capita,87.6,87.6,87.6367,87.6367,kilogram,product weight
Vegetable products,Vegetables,vegetables,2006,2006/07,consumption per head,consumption in kg per capita,90.3,90.3,90.2738,90.2738,kilogram,product weight
Vegetable products,Vegetables,vegetables,2007,2007/08,consumption per head,consumption in kg per capita,93.8,93.8,93.7569,93.7569,kilogram,product weight
Vegetable products,Vegetables,vegetables,2008,2008/09,consumption per head,consumption in kg per capita,93.5,93.5,93.5313,93.5313,kilogram,product weight
Vegetable products,Vegetables,vegetables,2009,2009/10,consumption per head,consumption in kg per capita,96,96,95.9914,95.9914,kilogram,product weight
Vegetable products,Vegetables,vegetables,2010,2010/11,consumption per head,consumption in kg per capita,96.9,96.9,96.9112,96.9112,kilogram,product weight
Vegetable products,Vegetables,vegetables,2011,2011/12,consumption per head,consumption in kg per capita,98.2,98.2,98.2025,98.2025,kilogram,product weight
Vegetable products,Vegetables,vegetables,2012,2012/13,consumption per head,consumption in kg per capita,98,98,98.3019,98.3019,kilogram,product weight
Vegetable products,Vegetables,vegetables,2013,2013/14,consumption per head,consumption in kg per capita,96.6743,96.6743,96.6743,96.6743,kilogram,product weight
Vegetable products,Vegetables,vegetables,2014,2014/15,consumption per head,consumption in kg per capita,100.388,100.388,100.388,100.388,kilogram,product weight
Vegetable products,Vegetables,vegetables,1990,1990/91,degree of self-sufficiency,degree of self-sufficiency in %,41,41,41,41,%,
Vegetable products,Vegetables,vegetables,1991,1991/92,degree of self-sufficiency,degree of self-sufficiency in %,37,37,37,37,%,
Vegetable products,Vegetables,vegetables,1992,1992/93,degree of self-sufficiency,degree of self-sufficiency in %,39,39,39,39,%,
Vegetable products,Vegetables,vegetables,1993,1993/94,degree of self-sufficiency,degree of self-sufficiency in %,40,40,40,40,%,
Vegetable products,Vegetables,vegetables,1994,1994/95,degree of self-sufficiency,degree of self-sufficiency in %,38,38,38,38,%,
Vegetable products,Vegetables,vegetables,1995,1995/96,degree of self-sufficiency,degree of self-sufficiency in %,38,38,38,38,%,
Vegetable products,Vegetables,vegetables,1996,1996/97,degree of self-sufficiency,degree of self-sufficiency in %,41,41,41,41,%,
Vegetable products,Vegetables,vegetables,1997,1997/98,degree of self-sufficiency,degree of self-sufficiency in %,40,40,40,40,%,
Vegetable products,Vegetables,vegetables,1998,1998/99,degree of self-sufficiency,degree of self-sufficiency in %,40,40,40,40,%,
Vegetable products,Vegetables,vegetables,1999,1999/00,degree of self-sufficiency,degree of self-sufficiency in %,42,42,42,42,%,
Vegetable products,Vegetables,vegetables,2000,2000/01,degree of self-sufficiency,degree of self-sufficiency in %,42,42,42,42,%,
Vegetable products,Vegetables,vegetables,2001,2001/02,degree of self-sufficiency,degree of self-sufficiency in %,39.6842,39.6842,39.6842,39.6842,%,
Vegetable products,Vegetables,vegetables,2002,2002/03,degree of self-sufficiency,degree of self-sufficiency in %,39.0934,39.0934,39.0934,39.0934,%,
Vegetable products,Vegetables,vegetables,2003,2003/04,degree of self-sufficiency,degree of self-sufficiency in %,39.5486,39.5486,39.5486,39.5486,%,
Vegetable products,Vegetables,vegetables,2004,2004/05,degree of self-sufficiency,degree of self-sufficiency in %,43.5822,43.5822,43.5822,43.5822,%,
Vegetable products,Vegetables,vegetables,2005,2005/06,degree of self-sufficiency,degree of self-sufficiency in %,36.1,36.1,36.0759,36.0759,%,
Vegetable products,Vegetables,vegetables,2006,2006/07,degree of self-sufficiency,degree of self-sufficiency in %,35.1,35.1,35.1188,35.1188,%,
Vegetable products,Vegetables,vegetables,2007,2007/08,degree of self-sufficiency,degree of self-sufficiency in %,36.2,36.2,36.1652,36.1652,%,
Vegetable products,Vegetables,vegetables,2008,2008/09,degree of self-sufficiency,degree of self-sufficiency in %,37.3,37.3,37.3208,37.3208,%,
Vegetable products,Vegetables,vegetables,2009,2009/10,degree of self-sufficiency,degree of self-sufficiency in %,38.4,38.4,38.4365,38.4365,%,
Vegetable products,Vegetables,vegetables,2010,2010/11,degree of self-sufficiency,degree of self-sufficiency in %,35,35,35.0078,35.0078,%,
Vegetable products,Vegetables,vegetables,2011,2011/12,degree of self-sufficiency,degree of self-sufficiency in %,37,37,37.0042,37.0042,%,
Vegetable products,Vegetables,vegetables,2012,2012/13,degree of self-sufficiency,degree of self-sufficiency in %,39.2,39.2,39.1817,39.1817,%,
Vegetable products,Vegetables,vegetables,2013,2013/14,degree of self-sufficiency,degree of self-sufficiency in %,35.6,35.6,35.576,35.576,%,
Vegetable products,Vegetables,vegetables,2014,2014/15,degree of self-sufficiency,degree of self-sufficiency in %,37.4749,37.4749,37.4749,37.4749,%,
Vegetable products,Vegetables,canned vegetables,1990,1990/91,production,domestically produced feed,177,177,177,177,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1991,1991/92,production,domestically produced feed,200.8,200.8,200.8,200.8,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1992,1992/93,production,domestically produced feed,151.3,151.3,151.3,151.3,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1993,1993/94,production,domestically produced feed,96.5,96.5,96.5,96.5,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1994,1994/95,production,domestically produced feed,91.1,91.1,91.1,91.1,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1995,1995/96,production,domestically produced feed,119.4,119.4,119.4,119.4,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1996,1996/97,production,domestically produced feed,94.7,94.7,94.7,94.7,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1997,1997/98,production,domestically produced feed,86.9,86.9,86.9,86.9,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1998,1998/99,production,domestically produced feed,76.1,76.1,76.1,76.1,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1999,1999/00,production,domestically produced feed,88.2,88.2,88.2,88.2,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2000,2000/01,production,domestically produced feed,82.8,82.8,82.8,82.8,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2001,2001/02,production,domestically produced feed,115.02,115.02,115.02,115.02,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2002,2002/03,production,domestically produced feed,111.81,111.81,111.81,111.81,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2003,2003/04,production,domestically produced feed,132,132,132,132,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2004,2004/05,production,domestically produced feed,126.36,126.36,126.36,126.36,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2005,2005/06,production,domestically produced feed,152.05,152.05,152.05,152.05,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2006,2006/07,production,domestically produced feed,169.75,169.75,169.75,169.75,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2007,2007/08,production,domestically produced feed,162.852,162.852,162.852,162.852,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2008,2008/09,production,domestically produced feed,162.384,162.384,162.384,162.384,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2009,2009/10,production,domestically produced feed,113.928,113.928,113.928,113.928,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2010,2010/11,production,domestically produced feed,111.531,111.531,111.531,111.531,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2011,2011/12,production,domestically produced feed,109.64,109.64,109.64,109.64,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2012,2012/13,production,domestically produced feed,117.779,117.779,117.779,117.779,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2013,2013/14,production,domestically produced feed,112.824,112.824,112.824,112.824,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2014,2014/15,production,domestically produced feed,115.887,115.887,115.887,115.887,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1990,1990/91,import,import,963.5,963.5,963.5,963.5,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1991,1991/92,import,import,982.5,982.5,982.5,982.5,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1992,1992/93,import,import,946.7,946.7,946.7,946.7,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1993,1993/94,import,import,879.5,879.5,879.5,879.5,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1994,1994/95,import,import,897.3,897.3,897.3,897.3,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1995,1995/96,import,import,902,902,902,902,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1996,1996/97,import,import,907.6,907.6,907.6,907.6,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1997,1997/98,import,import,866.3,866.3,866.3,866.3,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1998,1998/99,import,import,874.2,874.2,874.2,874.2,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1999,1999/00,import,import,914.4,914.4,914.4,914.4,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2000,2000/01,import,import,949.8,949.8,949.8,949.8,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2001,2001/02,import,import,1067.4,1067.4,1067.4,1067.4,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2002,2002/03,import,import,1054,1054,1054,1054,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2003,2003/04,import,import,985.2,985.2,985.2,985.2,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2004,2004/05,import,import,934.4,934.4,934.4,934.4,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2005,2005/06,import,import,1010.7,1010.7,1010.7,1010.7,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2006,2006/07,import,import,1010.7,1010.7,1010.7,1010.7,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2007,2007/08,import,import,1044.2,1044.2,1044.2,1044.2,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2008,2008/09,import,import,1024.2,1024.2,1024.2,1024.2,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2009,2009/10,import,import,1015.21,1015.21,1015.21,1015.21,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2010,2010/11,import,import,1026.83,1026.83,1026.83,1026.83,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2011,2011/12,import,import,1038.03,1038.03,1038.03,1038.03,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2012,2012/13,import,import,1085.6,1085.6,1085.6,1085.6,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2013,2013/14,import,import,1077.09,1077.09,1077.09,1077.09,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2014,2014/15,import,import,1056.58,1056.58,1056.58,1056.58,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1990,1990/91,export,export,32.7,32.7,32.7,32.7,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1991,1991/92,export,export,48.1,48.1,48.1,48.1,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1992,1992/93,export,export,47.9,47.9,47.9,47.9,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1993,1993/94,export,export,44.8,44.8,44.8,44.8,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1994,1994/95,export,export,45.3,45.3,45.3,45.3,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1995,1995/96,export,export,68.2,68.2,68.2,68.2,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1996,1996/97,export,export,73,73,73,73,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1997,1997/98,export,export,83.5,83.5,83.5,83.5,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1998,1998/99,export,export,114.8,114.8,114.8,114.8,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1999,1999/00,export,export,119.2,119.2,119.2,119.2,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2000,2000/01,export,export,117.9,117.9,117.9,117.9,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2001,2001/02,export,export,124.6,124.6,124.6,124.6,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2002,2002/03,export,export,130.1,130.1,130.1,130.1,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2003,2003/04,export,export,121.7,121.7,121.7,121.7,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2004,2004/05,export,export,121.6,121.6,121.6,121.6,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2005,2005/06,export,export,145,145,145,145,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2006,2006/07,export,export,153.905,153.905,153.905,153.905,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2007,2007/08,export,export,139.5,139.5,139.5,139.5,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2008,2008/09,export,export,139.4,139.4,139.4,139.4,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2009,2009/10,export,export,118.028,118.028,118.028,118.028,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2010,2010/11,export,export,127.312,127.312,127.312,127.312,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2011,2011/12,export,export,145.498,145.498,145.498,145.498,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2012,2012/13,export,export,149.226,149.226,149.226,149.226,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2013,2013/14,export,export,145.545,145.545,145.545,145.545,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,2014,2014/15,export,export,139.809,139.809,139.809,139.809,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1990,1990/91,consumption,consumption,1107.8,1107.8,1107.8,1107.8,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1991,1991/92,consumption,consumption,1135.2,1135.2,1135.2,1135.2,1 000 tons,product weight
Vegetable products,Vegetables,canned vegetables,1992,1992/93,consumption,consumption,1050.1,1050.1,1050.1,1050.1,1 000 tons,product weight
